"","id","familyna","firstnam","response","sex","age","assassim","blockcod","prefectu","prefdist","partycod","incumben","smdpr","won","evaluati","小泉評価理由","attitude","小泉支持理由","admitype","zohan","望ましい首相","yusei","understa","yuseifut","nenkin","usetax","usecontx","消費税率","yasukuni","tsuitou","ww2","iraq","femaleem","constitu","改正分野","whencons","yearcons","defence","treaty","attack","un","nkorea","collecti","smallgov","lifetime","publecen","keynes","safety","foreign","ideology"
"856",856,"浜口","金也","返送あり","男","51歳",NA,"四国","愛媛",4,"民主党","新","重複あり","落選","全く評価できない","日本を弱肉強食の社会にする「構造改革」、地方切捨てを断行するが","支持しない","(2)と同じ","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","賛成","３～５％","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","「基本的人権の尊重」の強化","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","どちらとも言えない","賛成","どちらとも言えない","反対","賛成",NA
"857",857,"山本","弘志","返送あり","男","49歳",NA,NA,"愛媛",4,"共産党","新","小選挙区のみ","落選","全く評価できない","｢弱肉強食」弱いものいじめの政治","支持しない","郵政民営化をゴリ押しするなど民主主義を否定する態度","その他",NA,"志位和夫",NA,"理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","全条項を守る","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらかと言えば反対","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない","反対","賛成","最も革新"
"858",858,"春名","直章","返送あり","男","46歳",NA,"四国","高知",1,"共産党","元","重複あり","落選","全く評価できない","年金など社会保障の連続改悪、地方の切捨て、イラク派兵","支持しない","アメリカと日本の大企業のための郵政民営化、サラリーマン大増税計画、憲法改悪","その他",NA,"志位和夫","反対","理解できる",NA,"その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ",NA,"改正すべきでない","まずは憲法をくらしのすみずみまで貫徹させること。","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","賛成","賛成","どちらとも言えない","反対","賛成","最も革新"
"859",859,"福井","照","返送あり","男","51歳","欠席・棄権","四国","高知",1,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","構造改革の推進と実績","大いに支持する","改革への姿勢","自民・公明連立",NA,"","賛成",NA,"3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金",NA,"","首相は靖国神社に参拝すべきだ","反対","誤った国策に基づく侵略戦争だった","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","自衛のための軍隊保持、積極的な国際協力","　　年後","3年後","どちらとも言えない","どちらとも言えない","賛成","賛成","どちらとも言えない","賛成","賛成","どちらかと言えば賛成","賛成","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば反対",NA
"860",860,"五島","正規","返送あり","男","66歳",NA,"四国","高知",1,"民主党","前","重複あり","比例区で復活当選","全く評価できない","ただ『改革』と呼ぶだけ。かけ声倒れであり、実態は全く進んでいない。","支持しない","国民を危険な方向へ導くものであり、社会保障をズタズタにした。","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","わからない","3事業とも国営を堅持すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","仕組みをきちんと議論して、国民に示した上で税率を決める。","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","国連機能を高めること。","わからない",NA,"どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば反対","反対","どちらかと言えば反対","反対","反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","反対","賛成",NA
"861",861,"中谷","元","返送あり","男","47歳",NA,"四国","高知",2,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できる","今の時代にやらなければならないことをやっているから","どちらかと言えば支持する","自民党の体質を変えようとしているから","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","小泉純一郎","賛成","わからない","その他","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば反対","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","賛成","どちらとも言えない",NA,"女性天皇も認めるべきだ","改正すべきだ","安全保障","わからない",NA,"どちらかと言えば賛成","賛成","どちらとも言えない","賛成","反対","反対","賛成","どちらとも言えない","賛成","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない",NA
"862",862,"田村","久美子","返送あり","女","46歳",NA,"四国","高知",2,"民主党","新","重複あり","落選","全く評価できない","弱肉強食の市場自由競争主義が国民の生活を苦場に陥れた","支持しない","国民の意見に耳を貸さずに、一人よがりの独裁政権である。","民主単独",NA,"岡田克也","反対","理解できる","3事業とも国営を堅持すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","財政再建のための増税には絶対反対だが社会保障の財源としての消費税率は議論の中で見直しを","首相は靖国神社に参拝すべきではない","反対","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","外国人に対する人権の保障",NA,NA,"反対","反対","反対","どちらとも言えない","どちらかと言えば反対","反対","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","反対","反対","賛成",NA
"863",863,"谷崎","治之","返送あり","男","46歳",NA,NA,"高知",2,"共産党","新","小選挙区のみ","落選","全く評価できない","医療も年金も介護保険も改悪、三位一体改革による地方切捨てなど弱い者いじめの政治","支持しない","消費税増税、サラリーマン大増税など庶民増税は誤り。憲法改悪、戦争ができる国へと危険な道を歩んでいる。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","なし","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","賛成","賛成","どちらとも言えない","反対","賛成","最も革新"
"864",864,"山本","有二","返送あり","男","53歳",NA,"四国","高知",3,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できない","地方への配慮が不足","どちらかと言えば支持する","行財政改革の方向性","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","高村正彦","賛成","理解できない","貯金・保険は民営化するが，郵便は国営を堅持すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","９条及び公の支配、教育支出","　　年後","5年後","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらとも言えない",NA
"865",865,"中山","知意","返送あり","女","27歳",NA,"四国","高知",3,"民主党","新","重複あり","落選","全く評価できない","看板倒れのニセ改革で国民の多くが閉塞感に苛まれているため","支持しない","党内の争いを見てもわかるように、自分の考え方に合わないものを斬って捨てる弱いものいじめが小泉姿勢である。支持することはできません。","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","国民の理解と納得が必要。年金制度の作り方によって税率は変わるものであり、今、乱暴に提示する事は、余計な混乱を招くと考えます。","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","環境","わからない",NA,"どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば反対","反対","どちらかと言えば反対","反対","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","反対","賛成",NA
"866",866,"本多","公二","返送あり","男","57歳",NA,NA,"高知",3,"共産党","新","小選挙区のみ","落選","全く評価できない","国民のくらしをよくしよう、という考えが小泉首相にはひとかけらもない。改革を声高に叫ぶが国民に痛みをおしつけるための脅しである。日本を戦争する国へすすめることは絶対に許されない。","支持しない","小泉政権は国民に痛みをおしつけるが、大企業から莫大な献金を受け取っている。国民の税金である政党助金を150億も受けとり、一部の大企業やアメリカいいなりの政治を行っている。金権、腐敗、売国の最悪の政治である。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他",NA,"反対","","首相は靖国神社に参拝すべきではない",NA,"誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ",NA,"改正すべきでない","","改正は行われない",NA,"反対","反対","反対",NA,"どちらとも言えない","反対","反対","どちらとも言えない","賛成","反対","反対","賛成","最も革新"
"867",867,"遠藤","宣彦","返送あり","男","42歳",NA,"九州","福岡",1,"自民党","新","重複あり","比例区で復活当選","評価できる点が多い","","大いに支持する","","自民・公明連立","民主党を含むあらゆる政党との連立を検討する","小泉純一郎","賛成","理解できない","3事業ともになるべく早く民営すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ",NA,"改正すべきだ","安保、自衛隊、人権","　　年後","5年後","賛成","賛成","賛成","賛成","賛成","賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない",NA
"868",868,"松本","龍","返送あり","男","54歳",NA,"九州","福岡",1,"民主党","前","重複あり","小選挙区で当選","全く評価できない","","支持しない","","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対",NA,"郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","全額税金","どちらかと言えば賛成","","首相は靖国神社に参拝すべきではない",NA,"どちらとも言えない","できるだけ早期に撤退すべきだ","わからない","どちらかと言えば改正すべきだ","良好な環境で生活できる権利","わからない",NA,"反対",NA,"反対","賛成",NA,"反対","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成",NA
"869",869,"橋本","英一","返送あり","男","57歳",NA,NA,"福岡",1,"共産党","新","小選挙区のみ","落選","全く評価できない","医療・年金制度のたび重なる負担増による国民いじめ。靖国参拝にこだわり、アジア諸国で孤立し、外交でも閉塞状況。","支持しない","アメリカ追随のイラクへの自衛隊派兵。これを憲法上もお墨付きを与える憲法改悪をたくらんでいる。","その他",NA,"志位和夫","反対","理解できる",NA,"将来的には3つとも一元化すべきだ","全額税金","反対","過度な法人税減税をやめ、史上空前の利益を挙げている大企業や、高額所得層に「社会的責任」を果たさせるべきです。","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","",NA,NA,"反対","反対","反対","賛成","反対","反対","反対","賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"870",870,"山崎","拓","返送あり","男","68歳",NA,"九州","福岡",2,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","強いリーダーシップをもって構造改革を推進","大いに支持する","郵政民営化を本丸とする構造改革の推進","自民・公明連立","民主党を含むあらゆる政党との連立を検討する","小泉純一郎","賛成","理解できない","3事業ともになるべく早く民営すべきだ","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","賛成","誤った国策に基づく侵略戦争だった","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","安全保障","　　年後","5年後","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","賛成","どちらとも言えない","反対","どちらとも言えない","どちらとも言えない","どちらとも言えない","反対","どちらかと言えば賛成","どちらかと言えば反対",NA
"871",871,"西村","健志郎","返送あり","男","46歳",NA,"九州","福岡",2,"社会民主党","新","重複あり","落選","全く評価できない","郵政民営化に代表される「官の非効率」を前提とした公務の民間への丸投げ、改革をカムフラージュにした弱者いじめ、憲法改悪及び自衛権の暴走は、国民〓〓を脅かし平和と民主主義の破壊へと繋がるため。","支持しない","(2)に同じ。特に、社会的に弱い立場の方を軽視した国民不在の政治姿勢と国のあり方を左右する外交の失政が評価できない。","民主・社民連立","民主党を含むあらゆる政党との連立を検討する","福島　社民党党首","反対","理解できる","3事業とも国営を堅持すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","反対","右記前提を整備した上で等価、上限20%として選択を〓〓しながら設定。前提条件①生活消費財の非課税化（レシート総額、たとえば1万円未満を０％とする）前提条件②累進課税化（たとえば、1万～100万未満：１０％　100万～300万未満：１５％　300万～：２０％）③住宅は５％","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","（反対意見ですが）環境権や個別・細部の権利及び義務については法律を定めればよい。","改正は行われない",NA,"反対","反対","反対","反対","反対","反対","反対","反対","賛成","反対","反対","賛成","最も革新"
"872",872,"平田","正源","返送あり","男","37歳",NA,"九州","福岡",2,"民主党","新","重複あり","落選","どちらかと言えば評価できない","改革とは名ばかりで実体が伴っていない","支持しない","国民の声を聞かず独善的な政治を行っている","民主単独",NA,"小沢一郎","反対","わからない","郵政公社の経営状況を見極めたうえで判断すべきだ","3つともできるだけ速やかに民営化すべきだ","保険料と税金","どちらかと言えば賛成","検討が必要","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","わからない","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","わからない","どちらとも言えない","","わからない",NA,"どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","反対",NA
"873",873,"山田","博敏","返送あり","男","43歳",NA,NA,"福岡",2,"共産党","新","小選挙区のみ","落選","全く評価できない","「構造改革」の名ですすめた小泉政権の実績は国民に痛みばかりおしつけることの連続だったし、この先も大増税計画である。全く許せない。","支持しない","同上記","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"874",874,"藤本","豊","返送あり","男","54歳",NA,NA,"福岡",2,"無所属","新","小選挙区のみ","落選","評価できる点が多い","有言実行している点","支持しない","反対意見に耳を傾けない点","自民単独","自民党に再合流する","平沼越夫","賛成","わからない","貯金・保険は民営化するが，郵便は国営を堅持すべきだ","その他",NA,"どちらかと言えば賛成","高級品なら15%まで可能　「ぜいたく税」という目的税にすべきだ。","首相は靖国神社に参拝すべきだ","反対","自衛のためのやむを得ない戦争だった","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","首相公選","改正は行われない",NA,"賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","賛成","反対","反対",NA
"875",875,"太田","誠一","返送あり","男","59歳",NA,"九州","福岡",3,"自民党","元","重複あり","小選挙区で当選","どちらかと言えば評価できる","潔さが評価できる。ポピュリスト型は評価できない","どちらかと言えば支持する","方向は基本的に正しい","自民・公明連立","自民党に再合流する","","賛成","理解できない","その他","その他",NA,"どちらかと言えば賛成","歳出削減努力次第である。",NA,"反対",NA,NA,NA,"どちらかと言えば改正すべきでない","9条","　　年後","5年後","賛成","賛成","どちらとも言えない","反対","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","賛成","反対",NA
"876",876,"藤田","一枝","返送あり","女","56歳",NA,"九州","福岡",3,"民主党","前","重複あり","落選","全く評価できない","政治が機能しなかった4年間。年金改革道路公団改革地方分権郵政改革などのどれをとってもスローガン倒れで終わった。","支持しない","財政再建を置き去りにし、雇用や社会保障などの重要課題に目を瞑り郵政問題だけに奔走する小泉政治は支持しない。","民主単独",NA,"岡田克也","反対","理解できる","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","どちらかと言えば賛成","7~8%","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","地方自治、人権","わからない",NA,"反対","反対","反対","どちらかと言えば賛成","どちらとも言えない","反対","どちらとも言えない","どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","反対","賛成",NA
"877",877,"中園","辰信","返送あり","男","53歳",NA,NA,"福岡",3,"共産党","新","小選挙区のみ","落選","全く評価できない","小泉首相の構造改革は、アメリカと財界のためで、国民にはリストラ、増税、福祉切り捨てなど、痛みを強いる改革でしかない。","支持しない","（２）と同じ","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","無回答","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","無回答","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","どちらかと言えば賛成","どちらとも言えない",NA,"反対","賛成","最も革新"
"878",878,"渡辺","具能","返送あり","男","64歳","欠席・棄権","九州","福岡",4,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","高い志しと強いリーダーシップで今までなかなか手のつかなかった改革をかなり踏み込んでやっているから。","大いに支持する","高い志しと強い信念で改革を断行するところ","自民・公明連立",NA,"小泉純一郎",NA,NA,"その他","将来的には3つとも一元化すべきだ","保険料と税金","どちらかと言えば賛成","他の税制と関わっており単独では答えられない。","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","公共の福祉に対する国民の義務の分野","　　年後","5年後","どちらかと言えば反対","どちらかと言えば反対","どちらかと言えば反対","賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば反対",NA
"879",879,"楢崎","欣弥","返送あり","男","62歳",NA,"九州","福岡",4,"民主党","前","重複あり","落選","どちらかと言えば評価できない","評価できる＝政治と茶の間を近づけた。評価できない＝中身のない改革・外交戦略ゼロ","支持しない","信念と思い込みを混同してる。一人よがり。","民主単独","民主党を含むあらゆる政党との連立を検討する","岡田克也","反対","理解できる","3事業とも国営を堅持すべきだ","3つともできるだけ速やかに民営化すべきだ","全額税金","賛成","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきでない","自衛隊とは別組織の国連〓〓軍の創設","　　年後","10年後","反対","反対","反対","どちらとも言えない","どちらかと言えば反対","反対","どちらとも言えない","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","反対","賛成",NA
"880",880,"新留","清隆","返送あり","男","50歳",NA,NA,"福岡",4,"共産党","新","小選挙区のみ","落選","全く評価できない","自衛隊のイラク派兵、社会保障の切り捨て、靖国神社参拝、国民への増税","支持しない","靖国神社参拝で歴史に反省なし。アジア外交の行き詰まり。国民増税計画（消費税など）郵政民営化のごり押し。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対",NA,"どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"881",881,"原田","義昭","返送あり","男","60歳",NA,"九州","福岡",5,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","","大いに支持する","","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","","賛成","わからない","3事業ともになるべく早く民営すべきだ","厚生年金と共済年金は統合すべきだが，国民年金を含めた一元化は困難だ","保険料と税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきだ","反対","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","９条","　　年後","5年後","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","賛成","賛成","どちらかと言えば反対","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらとも言えない","反対",NA
"882",882,"楠田","大蔵","返送あり","男","30歳",NA,"九州","福岡",5,"民主党","前","重複あり","落選","どちらかと言えば評価できない","従来の自民党基盤に問題を提出した点は進歩したが、道路公団の〓〓のように、税金の無駄遣いの改善や将来に不安ののこる年金問題などに取り組んでいない。","支持しない","イメージだけで中身がない。","民主単独","自民党に再合流する","岡田克也","反対","理解できる","その他","その他","保険料と税金","賛成","徹底した歳出の見直しを行い、その後に将来どれぐらい必要となるのかを検討し、税負担を決定していく。",NA,"わからない","どちらとも言えない","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","統治制度","わからない",NA,"どちらかと言えば賛成","反対","反対","賛成","どちらとも言えない","反対","どちらかと言えば反対","どちらかと言えば賛成","どちらとも言えない","反対","どちらかと言えば反対","どちらとも言えない",NA
"883",883,"河内","直子","返送あり","女","52歳",NA,NA,"福岡",5,"共産党","新","小選挙区のみ","落選","全く評価できない","アメリカ一辺倒、財界・大企業奉仕の政治を進め、一方弱者に対しては冷たい政治（年金改悪・介護保険改悪・定立減税廃止など）を行ってきた。","支持しない","世界に誇れる平和憲法を改悪しようとし、消費税増税を押し進めようとしている。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","保険料と税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらとも言えない","反対","反対","反対","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","どちらとも言えない","賛成","最も革新"
"884",884,"鳩山","邦夫","返送あり","男","56歳",NA,"九州","福岡",6,"自民党","前","重複あり","小選挙区で当選","評価できる点が多い","改革は痛みを伴うが、その後に発展があると、はっきり言えた首相は少ない。","大いに支持する","古い体質を一掃して、新生自民党を作った。","自民・公明連立","政党を維持したまま，自民，公明両党と連立する","小泉純一郎","賛成","わからない","3事業ともになるべく早く民営すべきだ","3つともできるだけ速やかに民営化すべきだ","保険料と税金","どちらかと言えば賛成","とりあえず7％","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","わからない","どちらとも言えない","必要なら来年以降も派遣を継続すべきだ","女性天皇も認めるべきだ","改正すべきだ","自衛隊を国防軍に","　　年後","3年後","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","賛成","どちらかと言えば反対","どちらかと言えば反対","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば賛成","どちらかと言えば反対",NA
"885",885,"古賀","一成","返送あり","男","58歳",NA,"九州","福岡",6,"民主党","前","重複あり","比例区で復活当選","全く評価できない","改革の中身が伴っておらず、手法が独善的である。","支持しない","（２）と同じ","民主単独",NA,"岡田克也","反対","理解できる","郵政公社の経営状況を見極めたうえで判断すべきだ","将来的には3つとも一元化すべきだ","全額税金","どちらかと言えば反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","地方分権（道州制度等）","わからない",NA,"どちらとも言えない","どちらかと言えば反対","どちらかと言えば反対","賛成","どちらとも言えない","どちらかと言えば反対","どちらとも言えない","どちらとも言えない","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば賛成",NA
"886",886,"中西","和也","返送あり","男","63歳",NA,NA,"福岡",6,"共産党","新","小選挙区のみ","落選","全く評価できない","国民に痛みを押しつけるだけの政治。本来行うべき改革はできていない。","支持しない","郵政民営化法案は参議院で否決・廃案になったのだから、いさぎよく内閣総辞職すべきである。","その他",NA,"志位和夫","反対","理解できる","3事業とも国営を堅持すべきだ","その他","全額税金","反対","","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","できるだけ早期に撤退すべきだ","女性天皇も認めるべきだ","改正すべきでない","","改正は行われない",NA,"反対","反対","反対","どちらかと言えば賛成","反対","反対","反対","どちらかと言えば賛成","どちらとも言えない","どちらとも言えない","反対","賛成","最も革新"
"887",887,"古賀","誠","返送あり","男","65歳","欠席・棄権","九州","福岡",7,"自民党","前","重複あり","小選挙区で当選","どちらかと言えば評価できない","議院内閣制のあやうさ。","支持できないところが多い","","自民・公明連立","自民党に再合流する","","賛成","理解できる",NA,"将来的には3つとも一元化すべきだ","保険料と税金","賛成","税率の議論は今後の課題","基本的には首相は靖国神社に参拝すべきだが，外交関係などに配慮して，柔軟に対応することも必要だ","反対","どちらとも言えない","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","改正すべきだ","第3章　国民の権利及び義務",NA,NA,"どちらかと言えば反対","どちらかと言えば反対","反対","どちらかと言えば賛成","反対","賛成","賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","どちらかと言えば反対",NA
"888",888,"中屋","大介","返送あり","男","27歳",NA,"九州","福岡",7,"民主党","新","重複あり","落選","全く評価できない","構造改革が看板だけで、改革になっていない。","支持しない","パフォーマンスに終始して、改革の実が全くあがっていない。","民主単独","自民党に再合流する","岡田克也","反対","理解できない","その他","3つともできるだけ速やかに民営化すべきだ","全額税金","賛成","7～８％","首相は靖国神社に参拝すべきではない","賛成","誤った国策に基づく侵略戦争だった","今年末の派遣期限が来たら撤退すべきだ","女性天皇も認めるべきだ","どちらかと言えば改正すべきだ","環境問題","　　年後","5年後","反対","反対","どちらかと言えば賛成","どちらかと言えば賛成","どちらかと言えば反対","反対","反対","どちらかと言えば反対","どちらかと言えば反対","反対","反対","賛成",NA
